100,b_7rb5gk5m,中部banner,中部banner,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,30,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
101,b_eagnm46b,热门场馆,热门场馆_更多,pages/show/index/index,3,cityId,event_attribute,61,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,资源位
102,b_jilswssk,发现精彩,发现精彩_RB二,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,50,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
103,b_k1qyr71s,发现精彩,发现精彩_RB一,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,40,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
104,b_ndj7d48v,头部banner,头部banner,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,10,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
105,b_suza8z57,热门场馆,热门场馆_项目,pages/show/index/index,3,index&cityId&performanceId,event_attribute,63,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,资源位
106,b_wmz2x07f,发现精彩,发现精彩_RB一,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,40,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
107,b_wurknpf4,热门场馆,热门场馆,pages/show/index/index,3,index&cityId&shopId,event_attribute,60,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,资源位
108,b_z84owham,头部banner,头部banner,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,10,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
109,filterRecommendList,为你推荐,为你推荐_排序,pages/show/index/index,4,,utm_source,101,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,筛选排序
110,list_item_click,为你推荐,为你推荐_项目,pages/show/index/index,4,index&id,event_attribute,103,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,筛选排序
111,onInput,搜索,搜索词,pages/show/index/index,1,,utm_source,0,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,搜索
112,show_icon_click,金刚区,金刚区_icon,pages/show/index/index,2,index,event_attribute,20,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,分类
113,sortRecommendList,为你推荐,为你推荐_筛选,pages/show/index/index,4,,utm_source,102,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,筛选排序
114,b_93din34b,头部banner,头部banner,pages/show/list/index,3,categoryId,custom,10,1,2018-07-05,2099-01-01,演出列表页,mini_programs,1,资源位
115,b_dcq4bhuq,头部banner,头部banner,pages/show/list/index,3,categoryId,custom,10,1,2018-07-05,2099-01-01,演出列表页,mini_programs,1,资源位
116,b_4k9uq6c0,项目列表,项目列表,pages/showsubs/collect/index,6,,,0,1,2018-07-26,2099-01-01,演出收藏列表页,mini_programs,0,自主
117,b_zu53qhgn,项目列表,项目列表,pages/showsubs/collect/index,6,index&id,custom,0,1,2018-07-26,2099-01-01,演出收藏列表页,mini_programs,0,自主
118,b_93hfvvrs,为你推荐,为你推荐_项目,pages/showsubs/collect/index,6,,,10,1,2018-07-26,2099-01-01,演出收藏列表页,mini_programs,0,自主
119,b_4z7sol2p,为你推荐,为你推荐_项目,pages/showsubs/collect/index,6,index&id,custom,10,1,2018-07-26,2099-01-01,演出收藏列表页,mini_programs,0,自主
120,b_2iag0in1,立即支付,立即支付_order,pages/showsubs/order/confirm,6,pId&orderId,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出确认订单页,mini_programs,0,自主
121,b_w047f3uw,立即支付,立即支付_pay,pages/showsubs/order/confirm,6,pId&id,custom&order_id&utm_source,0,1,2018-07-05,2099-01-01,演出确认订单页,mini_programs,0,自主
122,b_okjqo1ip,收藏,想看的演出,pages/user/index,6,,,0,1,2018-07-25,2099-01-01,我的,mini_programs,0,自主
123,b_f10u6lx8,选择查看价格,选择查看价格,c_3kfhuf7f,6,,,0,1,2018-07-05,2099-01-01,演出区域选择页,h5,0,自主
124,b_yxwmek2f,选择场次,选择场次,c_3kfhuf7f,6,,,0,1,2018-07-05,2099-01-01,演出区域选择页,h5,0,自主
125,b_5hl3wec2,选择分区,选择分区,c_3kfhuf7f,6,,,0,1,2018-07-05,2099-01-01,演出区域选择页,h5,0,自主
126,b_QNkMG,类目tab,类目tab,c_6yPP8,4,fromTag&keyword,custom&utm_source,0,1,2018-07-05,2099-01-01,演出列表页,h5,0,筛选排序
127,b_W0woL,排序,排序,c_6yPP8,4,,,0,1,2018-07-05,2099-01-01,演出列表页,h5,0,筛选排序
128,b_sQqSX,场次选择,场次选择,c_8UWcP,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
129,b_1mR6c,联系渠道客服,联系渠道客服,c_8UWcP,6,,,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
130,b_SIfDn,票档选择,票档选择,c_8UWcP,6,performance_id&shop_id&fromTag,event_attribute&utm_source,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
131,b_Mwabl,渠道选择,渠道选择,c_8UWcP,6,performance_id&shop_id&fromTag,event_attribute&utm_source,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
132,b_gV1YC,确认选票,确认选票,c_8UWcP,6,performance_id&shop_id&fromTag,event_attribute,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
133,b_UFS0M,座位图,座位图,c_8UWcP,6,,,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
134,b_kxoPe,立即支付,立即支付_mge,c_EIA9h,6,performance_id&shop_id&fromTag,event_attribute,0,1,2018-07-05,2099-01-01,演出确认订单页,h5,0,自主
135,b_WLx9n,立即支付,立即支付_order,c_EIA9h,6,fromTag,custom&order_id,0,1,2018-07-05,2099-01-01,演出确认订单页,h5,0,自主
136,b_MSAJQ,联系渠道客服,联系渠道客服,c_EIA9h,6,,,0,1,2018-07-05,2099-01-01,演出确认订单页,h5,0,自主
137,b_35NmM,增改地址,增改地址,c_EIA9h,6,performance_id&shop_id&fromTag,event_attribute&utm_source,0,1,2018-07-05,2099-01-01,演出确认订单页,h5,0,自主
138,b_8lmylw84,确认选票,确认选票,c_iclxcfq2,6,,,0,1,2018-07-05,2099-01-01,演出座位选择页,h5,0,自主
139,b_j89pt859,选择座位,选择座位,c_iclxcfq2,6,,,0,1,2018-07-05,2099-01-01,演出座位选择页,h5,0,自主
140,b_bvdccmry,重选分区,重选分区,c_iclxcfq2,6,,,0,1,2018-07-05,2099-01-01,演出座位选择页,h5,0,自主
141,b_zxCDd,演出详情链接,演出详情链接,c_l1Ub4,6,fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出订单详情页,h5,0,自主
142,b_XZfmh,立即支付,立即支付_pay,c_l1Ub4,6,fromTag,custom&order_id,0,1,2018-07-05,2099-01-01,演出订单详情页,h5,0,自主
143,b_dO1gp,立即支付,立即支付_mge,c_l1Ub4,6,fromTag,event_attribute,0,1,2018-07-05,2099-01-01,演出订单详情页,h5,0,自主
144,b_a32uu,联系渠道客服,联系渠道客服,c_l1Ub4,6,fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出订单详情页,h5,0,自主
145,b_3Rbqj,金刚区,金刚区_icon,c_oEWlZ,2,fromTag&index&category&city_id,event_attribute,20,1,2018-07-05,2099-01-01,演出首页,h5,1,分类
146,b_i99kw7lh,发现精彩,发现精彩_RB二,c_oEWlZ,3,fromTag&index&city_id,event_attribute,50,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
147,b_l4l9jxnl,发现精彩,发现精彩_RB二,c_oEWlZ,3,fromTag&city_id,event_attribute,50,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
148,b_rvo3alhz,发现精彩,发现精彩_RB一,c_oEWlZ,3,fromTag&index&city_id,event_attribute,40,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
149,b_zjmim58d,发现精彩,发现精彩_RB一,c_oEWlZ,3,fromTag&city_id,event_attribute,40,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
150,b_owqtgmmu,本地团购,本地团购,c_oEWlZ,1,,,70,0,2018-01-01,2018-05-01,演出首页,h5,1,搜索
151,b_9pgyatw2,热门场馆,热门场馆_更多,c_oEWlZ,3,fromTag&city_id,event_attribute,62,1,2018-07-05,2099-01-01,演出首页,h5,0,资源位
152,b_vlv7jxuy,热门场馆,热门场馆,c_oEWlZ,3,fromTag&index&city_id,event_attribute,60,1,2018-07-05,2099-01-01,演出首页,h5,0,资源位
153,b_y1ccf4yx,热门场馆,热门场馆,c_oEWlZ,3,,,60,1,2018-07-05,2099-01-01,演出首页,h5,0,资源位
154,b_dkbpbenc,热门场馆,热门场馆_项目,c_oEWlZ,3,fromTag&city_id&index,event_attribute,61,1,2018-07-05,2099-01-01,演出首页,h5,0,资源位
155,b_AcDXh,搜索,搜索框,c_oEWlZ,1,,,0,1,2018-07-05,2099-01-01,演出首页,h5,1,搜索
156,b_x6Zn8,头部banner,头部banner,c_oEWlZ,3,fromTag&city_id&index,event_attribute,10,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
157,b_bckledsf,头部banner,头部banner,c_oEWlZ,3,fromTag&city_id,event_attribute,10,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
158,b_NoQFz,为你推荐,为你推荐_项目,c_oEWlZ,4,performance_id&shop_id&fromTag&city_id&index,event_attribute,100,1,2018-07-05,2099-01-01,演出首页,h5,0,筛选排序
159,b_wss3zxmk,为你推荐,为你推荐_排序,c_oEWlZ,4,fromTag&index&city_id,event_attribute,100,1,2018-07-05,2099-01-01,演出首页,h5,0,筛选排序
160,b_x80sywt8,中部banner,中部banner,c_oEWlZ,3,fromTag&city_id,event_attribute,30,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
161,b_lhw2exj0,中部banner,中部banner,c_oEWlZ,3,fromTag&city_id,event_attribute,30,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
162,b_vSdMX,场馆POI链接,场馆POI链接,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
163,b_EcSFj,立即购票,立即购票,c_Q7wY4,6,performance_id&shop_id&fromTag,custom,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
164,b_4uDeg,演唱会附近,演唱会附近,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
165,b_oBtxe,更多图文详情,更多图文详情,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
166,b_Vwmzc,座位图,座位图,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
167,b_vc2sacku,座位选择购票,座位选择购票,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
