performance_id,show_id,date_diff,order_num
15881,63605,19,1
15881,63584,1,0.882352941
15881,63584,2,0.705882353
15881,63584,0,1.411764706
15881,63588,2,2.142857143
15881,63588,5,1.785714286
15881,63588,17,0.357142857
15881,63588,14,0.714285714
15881,63588,4,2.142857143
15881,63588,3,0.714285714
15881,63588,7,0.714285714
15881,63588,9,0.357142857
15881,63588,6,0.714285714
15881,63588,8,0.357142857
15881,81046,6,0.266666667
15881,81046,4,0.266666667
15881,81046,5,0.266666667
15881,81046,3,1.6
15881,81046,0,1.866666667
15881,81046,1,1.333333333
15881,81046,7,0.266666667
15881,81046,2,2.133333333
15881,63601,20,1
15881,48311,2,0.454545455
15881,48311,0,0.454545455
15881,48311,3,0.909090909
15881,48311,1,1.363636364
15881,48311,4,1.818181818
15881,63602,37,1
15881,48307,1,1
15881,48307,0,1
15881,63606,29,1
15881,63606,21,1
15881,63606,23,1
15881,63593,6,1
15881,63574,4,0.5
15881,63574,3,1.75
15881,63574,1,3
15881,63574,12,0.5
15881,63574,11,0.25
15881,63574,9,0.75
15881,63574,5,0.75
15881,63574,7,0.25
15881,63574,6,0.5
15881,63574,2,2
15881,63574,8,1.25
15881,63574,0,0.5
15881,63591,3,1
15881,63583,2,0.75
15881,63583,1,1.875
15881,63583,5,0.375
15881,63583,3,0.375
15881,63583,0,2.25
15881,63583,4,0.375
15881,63595,13,1
15881,63595,12,1
15881,63595,10,1
15881,63587,3,0.7
15881,63587,6,0.7
15881,63587,9,0.7
15881,63587,2,0.7
15881,63587,5,0.7
15881,63587,1,2.8
15881,63587,21,0.7
15881,63575,1,2.307692308
15881,63575,5,0.153846154
15881,63575,9,0.153846154
15881,63575,7,0.153846154
15881,63575,6,0.307692308
15881,63575,8,0.307692308
15881,63575,2,2
15881,63575,12,0.153846154
15881,63575,0,3.692307692
15881,63575,3,0.769230769
15881,81045,2,1.459459459
15881,81045,1,1.297297297
15881,81045,7,0.162162162
15881,81045,4,0.810810811
15881,81045,0,0.648648649
15881,81045,3,1.621621622
15881,63571,4,1.384615385
15881,63571,8,0.923076923
15881,63571,1,2.076923077
15881,63571,6,0.230769231
15881,63571,5,0.692307692
15881,63571,7,0.230769231
15881,63571,2,0.461538462
15881,63571,0,1.615384615
15881,63571,3,1.384615385
15881,63579,2,0.358974359
15881,63579,6,0.358974359
15881,63579,14,0.358974359
15881,63579,13,0.717948718
15881,63579,16,0.358974359
15881,63579,4,1.076923077
15881,63579,0,2.871794872
15881,63579,3,2.153846154
15881,63579,7,1.076923077
15881,63579,10,0.358974359
15881,63579,5,0.358974359
15881,63579,9,0.358974359
15881,63579,8,0.358974359
15881,63579,1,3.230769231
15881,63576,9,0.238095238
15881,63576,11,0.476190476
15881,63576,4,0.476190476
15881,63576,7,0.238095238
15881,63576,2,1.19047619
15881,63576,5,0.238095238
15881,63576,12,0.238095238
15881,63576,3,1.666666667
15881,63576,1,2.619047619
15881,63576,0,2.619047619
15881,84732,4,0.128205128
15881,84732,2,0.256410256
15881,84732,3,0.769230769
15881,84732,0,2.179487179
15881,84732,1,1.666666667
15881,63572,3,1.379310345
15881,63572,7,0.551724138
15881,63572,8,0.551724138
15881,63572,1,2.482758621
15881,63572,9,0.275862069
15881,63572,6,1.655172414
15881,63572,2,0.275862069
15881,63572,4,0.827586207
15881,63585,4,0.323529412
15881,63585,1,2.264705882
15881,63585,8,0.323529412
15881,63585,3,0.970588235
15881,63585,6,0.970588235
15881,63585,0,3.558823529
15881,63585,10,0.323529412
15881,63585,5,0.323529412
15881,63585,22,0.323529412
15881,63585,12,0.647058824
15881,63585,2,0.970588235
15881,63589,2,1.6
15881,63589,11,0.8
15881,63589,14,0.8
15881,63589,8,0.8
15881,63589,21,0.8
15881,63589,7,0.8
15881,63589,4,1.6
15881,63589,3,0.8
15881,63578,1,2.482758621
15881,63578,3,0.310344828
15881,63578,0,2.172413793
15881,63578,7,0.620689655
15881,63578,4,0.931034483
15881,63578,5,0.310344828
15881,63578,2,1.551724138
15881,63578,6,0.310344828
15881,63578,14,0.310344828
15881,63586,3,0.357142857
15881,63586,5,0.357142857
15881,63586,4,1.785714286
15881,63586,1,1.785714286
15881,63586,2,0.714285714
15881,63599,12,0.75
15881,63599,26,1.5
15881,63599,10,0.75
15881,63603,16,1
15881,63603,20,1
15881,63603,25,1
15881,63603,23,1
15881,63603,19,1
15881,63603,26,1
15881,63603,37,1
15881,63582,4,0.192307692
15881,63582,3,0.192307692
15881,63582,2,0.384615385
15881,63582,1,1.923076923
15881,63582,0,2.307692308
15881,63590,7,1.8
15881,63590,6,1.2
15881,63590,12,0.6
15881,63590,9,0.6
15881,63590,19,1.2
15881,63590,5,0.6
15881,63590,3,1.8
15881,63590,8,0.6
15881,63590,10,0.6
15881,63594,13,0.75
15881,63594,7,1.5
15881,63594,20,0.75
15881,81047,1,1.76
15881,81047,10,0.22
15881,81047,6,1.54
15881,81047,0,1.32
15881,81047,7,0.88
15881,81047,3,2.42
15881,81047,11,0.22
15881,81047,2,0.66
15881,81047,5,0.44
15881,81047,8,0.88
15881,81047,4,0.66
15881,63598,26,1
15881,63581,1,1.72972973
15881,63581,3,0.432432432
15881,63581,0,1.081081081
15881,63581,5,0.648648649
15881,63581,9,0.432432432
15881,63581,4,0.864864865
15881,63581,2,2.162162162
15881,63581,6,0.648648649
15881,63577,2,1.578947368
15881,63577,5,0.315789474
15881,63577,1,0.631578947
15881,63577,0,2.210526316
15881,63577,3,0.315789474
15881,63577,4,0.947368421
15881,63573,10,0.540540541
15881,63573,7,2.432432432
15881,63573,1,0.810810811
15881,63573,4,0.540540541
15881,63573,6,1.621621622
15881,63573,9,0.540540541
15881,63573,5,0.27027027
15881,63573,0,1.351351351
15881,63573,3,1.081081081
15881,63573,2,0.810810811
15881,48309,1,1.777777778
15881,48309,0,0.444444444
15881,48309,2,1.555555556
15881,48309,3,0.222222222
15881,63604,28,1
15881,63604,30,1
15881,63580,4,0.344827586
15881,63580,0,3.793103448
15881,63580,7,0.344827586
15881,63580,3,0.689655172
15881,63580,10,0.344827586
15881,63580,15,0.689655172
15881,63580,16,0.344827586
15881,63580,5,0.689655172
15881,63580,2,0.689655172
15881,63580,1,2.068965517
15881,48308,1,1.25
15881,48308,0,1.5
15881,48308,2,0.25
15881,63597,9,1
15881,63597,10,1
15881,63597,18,1
15881,63597,13,1
15881,63597,14,1
15881,48306,0,1
15881,63592,6,1
15881,63596,9,0.833333333
15881,63596,25,0.833333333
15881,63596,17,0.833333333
15881,63596,15,1.666666667
15881,63596,13,0.833333333
15881,48310,2,0.869565217
15881,48310,0,1.391304348
15881,48310,3,0.869565217
15881,48310,1,0.869565217
15881,63600,23,0.666666667
15881,63600,28,1.333333333
21788,88437,2,1
21788,88437,1,1
21788,80621,4,0.552631579
21788,80621,5,0.368421053
21788,80621,1,0.921052632
21788,80621,2,0.736842105
21788,80621,10,0.184210526
21788,80621,3,0.552631579
21788,80621,0,3.684210526
21788,80603,0,1
21788,80603,1,1
21788,88441,4,1.142857143
21788,88441,5,1.142857143
21788,88441,10,0.571428571
21788,88441,3,1.142857143
21788,80622,8,0.193548387
21788,80622,5,0.193548387
21788,80622,3,0.387096774
21788,80622,0,4.064516129
21788,80622,1,0.580645161
21788,80622,2,0.580645161
21788,80613,0,1
21788,88438,4,0.8
21788,88438,3,1.6
21788,88438,7,0.8
21788,88438,2,0.8
21788,88429,0,1
21788,88442,6,0.666666667
21788,88442,7,1.333333333
21788,80607,0,1.35
21788,80607,2,0.45
21788,80607,1,1.2
21788,88427,0,1.882352941
21788,88427,3,0.470588235
21788,88427,1,0.941176471
21788,88427,2,0.705882353
21788,88419,0,0.666666667
21788,88419,1,1.333333333
21788,80611,0,1.428571429
21788,80611,1,0.571428571
21788,88423,4,1
21788,80612,1,0.727272727
21788,80612,0,1.272727273
21788,80616,3,1.090909091
21788,80616,2,0.363636364
21788,80616,0,2.181818182
21788,80616,1,0.363636364
21788,88424,2,0.416666667
21788,88424,1,1.25
21788,88424,5,0.208333333
21788,88424,3,0.208333333
21788,88424,0,2.916666667
21788,80608,0,1.928571429
21788,80608,2,0.214285714
21788,80608,1,0.857142857
21788,88415,0,1.674418605
21788,88415,2,0.069767442
21788,88415,1,1.255813953
21788,80620,2,0.761904762
21788,80620,6,0.380952381
21788,80620,1,2.53968254
21788,80620,4,0.507936508
21788,80620,3,0.253968254
21788,80620,0,1.777777778
21788,80620,5,1.26984127
21788,80620,10,0.507936508
21788,88432,1,1
21788,88432,2,1
21788,88428,0,1.684210526
21788,88428,2,0.315789474
21788,88452,11,0.666666667
21788,88452,9,1.333333333
21788,80605,0,1.5
21788,80605,1,0.5
21788,88417,1,1
21788,88417,0,1
21788,80609,1,1.304347826
21788,80609,0,1.173913043
21788,80609,4,0.52173913
21788,88469,20,1
21788,88425,1,1.571428571
21788,88425,7,0.142857143
21788,88425,0,1.285714286
21788,88439,7,1
21788,88439,3,1.5
21788,88439,2,0.5
21788,80615,4,0.75
21788,80615,0,1.5
21788,80615,2,0.75
21788,80619,3,0.5
21788,80619,0,1.5
21788,88431,0,1
21788,80606,0,1.647058824
21788,80606,3,0.117647059
21788,80606,2,0.470588235
21788,80606,1,1.764705882
21788,88422,0,1.2
21788,88422,2,0.6
21788,88422,1,1.2
21788,88435,0,1
21788,80623,2,0.475247525
21788,80623,3,0.554455446
21788,80623,4,0.158415842
21788,80623,7,0.079207921
21788,80623,6,0.396039604
21788,80623,5,0.079207921
21788,80623,1,3.00990099
21788,80623,0,3.247524752
21788,88434,1,1
21788,88434,0,1
21788,80614,1,1
21788,80614,6,0.333333333
21788,80614,0,2.333333333
21788,80614,2,0.333333333
21788,80618,1,0.545454545
21788,80618,0,1.454545455
21788,88495,36,1
21788,88426,1,0.333333333
21788,88426,5,0.666666667
21788,88426,0,2
21788,80610,0,2.947368421
21788,80610,4,0.210526316
21788,80610,1,0.210526316
21788,80610,2,0.631578947
21788,88430,0,1
21788,88444,14,1
21788,80617,0,1
21788,88433,0,1
21788,88420,0,1
21788,88416,1,0.476190476
21788,88416,0,1.523809524
21788,80604,1,1
21788,80600,0,1
21788,88466,25,1
21788,80602,0,1
21788,88470,26,1
21788,88462,22,1
22840,70376,3,0.219178082
22840,70376,1,2.849315068
22840,70376,2,0.657534247
22840,70376,5,0.219178082
22840,70376,4,0.219178082
22840,70376,0,3.506849315
22840,70376,7,0.219178082
22840,70376,6,0.109589041
22840,70368,0,1
22840,70372,0,1.293103448
22840,70372,4,0.344827586
22840,70372,3,1.206896552
22840,70372,2,1.206896552
22840,70372,1,0.948275862
22840,70373,1,0.689655172
22840,70373,0,2.931034483
22840,70373,4,0.431034483
